Scientific name	Authority	Status
Lichmera lombokia	"(Mathews, 1926)"	R
Lichmera argentauris	"(Finsch, 1870)"	R
Lichmera limbata	"(M�ller, 1843)"	R
Lichmera indistincta	"(Vigors & Horsfield, 1827)"	R
Lichmera incana	"(Latham, 1790)"	R
Lichmera squamata	"(Salvadori, 1878)"	R
Lichmera alboauricularis	"(Ramsay, 1879)"	R
Lichmera deningeri	"(Stresemann, 1912)"	R
Lichmera monticola	"(Stresemann, 1912)"	R
Lichmera flavicans	"(Vieillot, 1817)"	R
Lichmera notabilis	"(Finsch, 1898)"	R
Trichodere cockerelli	"(Gould, 1869)"	R
Grantiella picta	"(Gould, 1838)"	R
Phylidonyris pyrrhopterus	"(Latham, 1801)"	R
Phylidonyris novaehollandiae	"(Latham, 1790)"	R
Phylidonyris niger	"(Bechstein, 1811)"	R
Phylidonyris albifrons	"(Gould, 1841)"	R
Phylidonyris undulatus	"(Sparrman, 1787)"	R
Phylidonyris notabilis	"(Sharpe, 1899)"	R
Phylidonyris melanops	"(Latham, 1801)"	R
Ramsayornis modestus	"(Gray, 1858)"	R
Ramsayornis fasciatus	"(Gould, 1843)"	R
Conopophila albogularis	"(Gould, 1843)"	R
Conopophila rufogularis	"(Gould, 1843)"	R
Conopophila whitei	"(North, 1910)"	R
Acanthorhynchus tenuirostris	"(Latham, 1801)"	R
Acanthorhynchus superciliosus	"Gould, 1837"	R
Certhionyx pectoralis	"(Gould, 1841)"	R
Certhionyx niger	"(Gould, 1838)"	R
Certhionyx variegatus	"Lesson, 1830"	R
Myzomela blasii	"(Salvadori, 1882)"	R
Myzomela albigula	"Hartert, 1898"	R
Myzomela eques	"(Lesson & Garnot, 1827)"	R
Myzomela obscura	"Gould, 1843"	R
Myzomela cruentata	"Meyer, 1875"	R
Myzomela nigrita	"Gray, 1858"	R
Myzomela pulchella	"Salvadori, 1891"	R
Myzomela adolphinae	"Salvadori, 1876"	R
Myzomela kuehni	"Rothschild, 1903"	R
Myzomela dammermani	"Siebers, 1928"	R
Myzomela erythrocephala	"Gould, 1840"	R
Myzomela chloroptera	"Walden, 1872"	R
Myzomela wakoloensis	"Forbes, 1883"	R
Myzomela boiei	"(M�ller, 1843)"	R
Myzomela sanguinolenta	"(Latham, 1801)"	R
Myzomela caledonica	"Forbes, 1879"	R
Myzomela rubratra	"(Lesson, 1827)"	R
Myzomela cardinalis	"(Gmelin, 1788)"	R
Myzomela chermesina	"Gray, 1846"	R
Myzomela sclateri	"Forbes, 1879"	R
Myzomela pammelaena	"Sclater, 1877"	R
Myzomela lafargei	"Pucheran, 1853"	R
Myzomela eichhorni	"Rothschild & Hartert, 1901"	R
Myzomela melanocephala	"(Ramsay, 1879)"	R
Myzomela malaitae	"Mayr, 1931"	R
Myzomela tristrami	"Ramsay, 1881"	R
Myzomela jugularis	"Peale, 1848"	R
Myzomela erythromelas	"Salvadori, 1881"	R
Myzomela vulnerata	"(M�ller, 1843)"	R
Myzomela rosenbergii	"Schlegel, 1871"	R
Timeliopsis fulvigula	"(Schlegel, 1871)"	R
Timeliopsis griseigula	"(Schlegel, 1871)"	R
Glycichaera fallax	"Salvadori, 1878"	R
Epthianura tricolor	"Gould, 1841"	R
Epthianura aurifrons	"Gould, 1838"	R
Epthianura crocea	"Castelnau & Ramsay, 1877"	R
Epthianura albifrons	"(Jardine & Selby, 1828)"	R
Ashbyia lovensis	"(Ashby, 1911)"	R
Dasyornis longirostris	"Gould, 1841"	R
Dasyornis brachypterus	"(Latham, 1801)"	R
Dasyornis broadbenti	"(Milligan, 1902)"	R
Pardalotus punctatus	"(Shaw & Nodder, 1792)"	R
Pardalotus quadragintus	"Gould, 1838"	R
Pardalotus rubricatus	"Gould, 1838"	R
Pardalotus striatus	"(Gmelin, 1789)"	R
Pycnoptilus floccosus	"Gould, 1851"	R
Acanthornis magna	"(Gould, 1855)"	R
Origma solitaria	"(Lewin, 1808)"	R
Hylacola pyrrhopygia	"(Vigors & Horsfield, 1827)"	R
Hylacola cauta	"Gould, 1843"	R
Calamanthus campestris	"(Gould, 1841)"	R
Calamanthus fuliginosus	"(Vigors & Horsfield, 1827)"	R
Chthonicola sagittatus	"(Latham, 1801)"	R
Pyrrholaemus brunneus	"Gould, 1841"	R
Oreoscopus gutturalis	"(De Vis, 1889)"	R
Crateroscelis murina	"(Sclater, 1858)"	R
Crateroscelis nigrorufa	"(Salvadori, 1894)"	R
Crateroscelis robusta	"(De Vis, 1898)"	R
Sericornis citreogularis	"Gould, 1838"	R
Sericornis frontalis	"(Vigors & Horsfield, 1827)"	R
Sericornis humilis	"Gould, 1838"	R
Sericornis keri	"Mathews, 1920"	R
Sericornis beccarii	"Salvadori, 1874"	R
Sericornis virgatus	"(Reichenow, 1915)"	R
Sericornis nouhuysi	"van Oort, 1909"	R
Sericornis magnirostra	"(Gould, 1838)"	R
Sericornis rufescens	"(Salvadori, 1876)"	R
Sericornis perspicillatus	"Salvadori, 1896"	R
Sericornis arfakianus	"(Salvadori, 1876)"	R
Sericornis papuensis	"(De Vis, 1894)"	R
Sericornis spilodera	"(Gray, 1859)"	R
Smicrornis brevirostris	"(Gould, 1838)"	R
Gerygone cinerea	"Salvadori, 1876"	R
Gerygone chloronota	"Gould, 1843"	R
Gerygone palpebrosa	"Wallace, 1865"	R
Gerygone olivacea	"(Gould, 1838)"	R
Gerygone chrysogaster	"Gray, 1858"	R
Gerygone magnirostris	"Gould, 1843"	R
Gerygone magnirostris	"Gould, 1843"	NR
Gerygone hypoxantha	"Salvadori, 1878"	NR
Gerygone tenebrosa	"(Hall, 1901)"	R
Gerygone sulphurea	"Wallace, 1864"	R
Gerygone inornata	"Wallace, 1864"	R
Gerygone dorsalis	"Sclater, 1883"	R
Gerygone ruficollis	"Salvadori, 1876"	R
Gerygone levigaster	"Gould, 1843"	R
Gerygone fusca	"(Gould, 1838)"	R
Gerygone insularis	"Ramsay, 1879"	R
Gerygone mouki	"Mathews, 1903"	R
Gerygone modesta	"Pelzeln, 1860"	R
Gerygone igata	"(Quoy & Gaimard, 1830)"	R
Gerygone albofrontata	"Gray, 1844"	R
Gerygone flavolateralis	"(Gray, 1859)"	R
Acanthiza murina	"(De Vis, 1897)"	R
Acanthiza katherina	"De Vis, 1905"	R
Acanthiza pusilla	"(White, 1790)"	NR
Acanthiza pusilla	"(White, 1790)"	R
Acanthiza apicalis	"Gould, 1847"	R
Acanthiza ewingii	"Gould, 1844"	R
Acanthiza reguloides	"Vigors & Horsfield, 1827"	R
Acanthiza inornata	"Gould, 1841"	R
Acanthiza iredalei	"Mathews, 1911"	R
Acanthiza chrysorrhoa	"(Quoy & Gaimard, 1830)"	R
Acanthiza uropygialis	"Gould, 1838"	R
Acanthiza nana	"Vigors & Horsfield, 1827"	R
Acanthiza lineata	"Gould, 1838"	R
Acanthiza robustirostris	"Milligan, 1903"	R
Aphelocephala leucopsis	"(Gould, 1841)"	R
Aphelocephala pectoralis	"(Gould, 1871)"	R
Aphelocephala nigricincta	"(North, 1895)"	R
Mohoua albicilla	"(Lesson, 1830)"	R
Mohoua ochrocephala	"(Gmelin, 1789)"	R
Mohoua novaeseelandiae	"(Gmelin, 1789)"	R
Pomatostomus isidorei	"Lesson, 1827"	R
Pomatostomus temporalis	"(Vigors & Horsfield, 1827)"	R
Pomatostomus superciliosus	"(Vigors & Horsfield, 1827)"	R
Pomatostomus halli	"Cowles, 1964"	R
Pomatostomus ruficeps	"(Hartlaub, 1852)"	R
Orthonyx temminckii	"Ranzani, 1822"	NR
Orthonyx temminckii	"Ranzani, 1822"	R
Orthonyx novaeguineae	"A.B. Meyer, 1874"	R
Orthonyx spaldingii	"Ramsay, 1868"	R
Melampitta lugubris	"Schlegel, 1873"	R
Melampitta gigantea	"(Rothschild, 1899)"	R
Ifrita kowaldi	"(De Vis, 1890)"	R
Cnemophilus macgregorii	"De Vis, 1890"	R
Cnemophilus loriae	"(Salvadori, 1894)"	R
Loboparadisea sericea	"Rothschild, 1896"	R
Melanocharis arfakiana	"(Finsch, 1900)"	R
Melanocharis nigra	"(Lesson, 1830)"	R
Melanocharis longicauda	"Salvadori, 1876"	R
Melanocharis versteri	"(Finsch, 1876)"	R
Melanocharis striativentris	"Salvadori, 1894"	R
Melanocharis crassirostris	"(Salvadori, 1876)"	R
Oedistoma pygmaeum	"Salvadori, 1876"	R
Toxorhamphus poliopterus	"(Sharpe, 1883)"	R
Toxorhamphus novaeguineae	"(Lesson, 1827)"	R
Toxorhamphus iliolophus	"Salvadori, 1876"	R
Oreocharis arfaki	"(Meyer, 1875)"	R
Paramythia montium	"De Vis, 1892"	R
Callaeas cinereus	"(Gmelin, 1788)"	R
Philesturnus carunculatus	"(Gmelin, 1789)"	R
Heteralocha acutirostris	"(Gould, 1837)"	R
Androphobus viridis	"(Rothschild & Hartert, 1911)"	R
Psophodes olivaceus	"(Latham, 1801)"	R
Psophodes nigrogularis	"Gould, 1844"	R
Psophodes occidentalis	"(Mathews, 1912)"	R
Psophodes cristatus	"(Gould, 1838)"	R
Ptilorrhoa leucosticta	"(Sclater, 1874)"	R
Ptilorrhoa caerulescens	"(Temminck, 1835)"	R
Ptilorrhoa castanonota	"(Salvadori, 1875)"	R
Eupetes macrocerus	"Temminck, 1831"	R
Cinclosoma punctatum	"(Shaw, 1794)"	R
Cinclosoma castanotum	"Gould, 1840"	R
Cinclosoma castaneothorax	"Gould, 1849"	R
Cinclosoma cinnamomeum	"Gould, 1846"	R
Cinclosoma ajax	"(Temminck, 1835)"	R
Megabyas flammulatus	"(Verreaux & Verreaux, 1855)"	R
Bias musicus	"(Vieillot, 1818)"	R
Batis diops	"Jackson, 1905"	R
Batis margaritae	"Boulton, 1934"	R
Batis reichenowi	"Grote, 1911"	NR
Batis mixta	"(Shelley, 1889)"	NR
Batis mixta	"(Shelley, 1889)"	NR
Batis mixta	"(Shelley, 1889)"	R
Batis crypta	"Fjelds�, Bowie & Kiure, 2006"	R
Batis dimorpha	"(Shelley, 1893)"	NR
Batis capensis	"(Linnaeus, 1766)"	NR
Batis capensis	"(Linnaeus, 1766)"	R
Batis fratrum	"(Shelley, 1900)"	R
Batis molitor	"K�ster, 1850"	R
Batis soror	"Reichenow, 1903"	R
Batis pririt	"(Vieillot, 1818)"	R
Batis senegalensis	"(Linnaeus, 1766)"	R
Batis orientalis	"(Heuglin, 1871)"	R
Batis minor	"Erlanger, 1901"	NR
Batis minor	"Erlanger, 1901"	R
Batis erlangeri	"Neumann, 1907"	R
Batis perkeo	"Neumann, 1907"	R
Batis minima	"(Verreaux & Verreaux, 1855)"	R
Batis ituriensis	"Chapin, 1921"	R
Batis occulta	"Lawson, 1984"	R
Batis poensis	"Alexander, 1903"	R
Batis poensis	"Alexander, 1903"	NR
Batis minulla	"(Barboza du Bocage, 1874)"	R
Lanioturdus torquatus	"Waterhouse, 1838"	R
Platysteira cyanea	"(M�ller, 1776)"	R
Platysteira laticincta	"Bates, 1926"	R
Platysteira albifrons	"Sharpe, 1873"	R
Platysteira peltata	"Sundevall, 1850"	R
Platysteira peltata	"Sundevall, 1850"	NR
Platysteira castanea	"Fraser, 1843"	R
Platysteira tonsa	"(Bates, 1911)"	R
Platysteira blissetti	"(Sharpe, 1872)"	R
Platysteira chalybea	"(Reichenow, 1897)"	R
Platysteira jamesoni	"(Sharpe, 1890)"	R
Platysteira concreta	"Hartlaub, 1855"	R
Platysteira hormophora	"Reichenow, 1901"	UR
Prionops plumatus	"(Shaw, 1809)"	R
Prionops poliolophus	"Fischer & Reichenow, 1884"	R
Prionops alberti	"Schouteden, 1933"	R
Prionops rufiventris	"(Bonaparte, 1853)"	NR
Prionops caniceps	"(Bonaparte, 1850)"	NR
Prionops caniceps	"(Bonaparte, 1850)"	R
Prionops retzii	"Wahlberg, 1856"	R
Prionops gabela	"Rand, 1957"	R
Prionops scopifrons	"(Peters, 1854)"	R
Telophorus zeylonus	"(Linnaeus, 1766)"	R
Telophorus bocagei	"(Reichenow, 1894)"	R
Telophorus sulfureopectus	"(Lesson, 1831)"	R
Telophorus olivaceus	"(Shaw, 1809)"	R
Malaconotus multicolor	"(Gray, 1845)"	NR
Telophorus kupeensis	"(Serle, 1951)"	R
Malaconotus viridis	"(Vieillot, 1817)"	NR
Telophorus dohertyi	"(Rothschild, 1901)"	R
Malaconotus cruentus	"(Lesson, 1830)"	R
Malaconotus lagdeni	"(Sharpe, 1884)"	R
Malaconotus gladiator	"(Reichenow, 1892)"	R
Malaconotus blanchoti	"Stephens, 1826"	R
Malaconotus monteiri	"(Sharpe, 1870)"	R
Malaconotus alius	"Friedmann, 1927"	R
Telophorus multicolor	"(Gray, 1845)"	R
Telophorus nigrifrons	"(Reichenow, 1896)"	R
Telophorus quadricolor	"(Cassin, 1851)"	R
Telophorus viridis	"(Vieillot, 1817)"	R
Rhodophoneus cruentus	"(Ehrenberg, 1828)"	R
Tchagra anchietae	"(Barboza du Bocage, 1870)"	NR
Tchagra minuta	"(Hartlaub, 1858)"	NR
Tchagra minutus	"(Hartlaub, 1858)"	R
Tchagra senegalus	"(Linnaeus, 1766)"	R
Tchagra australis	"(Smith, 1836)"	R
Tchagra jamesi	"(Shelley, 1885)"	R
Tchagra tchagra	"(Vieillot, 1816)"	R
Dryoscopus gambensis	"(Lichtenstein, 1823)"	R
Dryoscopus pringlii	"Jackson, 1893"	R
Dryoscopus cubla	"(Shaw, 1809)"	R
Dryoscopus senegalensis	"(Hartlaub, 1857)"	R
Dryoscopus angolensis	"Hartlaub, 1860"	R
Dryoscopus sabini	"(Gray, 1831)"	R
Laniarius ruficeps	"(Shelley, 1885)"	R
Laniarius luehderi	"Reichenow, 1874"	R
Laniarius luehderi	"Reichenow, 1874"	NR
Laniarius brauni	"Bannerman, 1939"	R
Laniarius amboimensis	"Moltoni, 1932"	R
Laniarius liberatus	"Smith, Arctander, Fjelds� & Amir, 1991"	NR
Laniarius turatii	"(Verreaux, 1858)"	R
Laniarius aethiopicus	"(Gmelin, 1788)"	R
Laniarius erlangeri	"Reichenow, 1905"	UR
Laniarius sublacteus	"(Cassin, 1851)"	UR
Laniarius major	"(Hartlaub, 1848)"	UR
Laniarius bicolor	"(Verreaux, 1857)"	R
Laniarius ferrugineus	"(Gmelin, 1788)"	R
Laniarius barbarus	"(Linnaeus, 1766)"	R
Laniarius erythrogaster	"(Cretzschmar, 1829)"	R
Laniarius atrococcineus	"(Burchell, 1822)"	R
Laniarius atrococcineus	"(Burchell, 1822)"	NR
Laniarius mufumbiri	"Ogilvie-Grant, 1911"	R
Laniarius atroflavus	"Shelley, 1887"	R
Laniarius funebris	"(Hartlaub, 1863)"	R
Laniarius leucorhynchus	"(Hartlaub, 1848)"	R
Laniarius poensis	"(Alexander, 1903)"	R
Laniarius fuelleborni	"(Reichenow, 1900)"	R
Laniarius fuelleborni	"(Reichenow, 1900)"	NR
Nilaus afer	"(Latham, 1801)"	R
Machaerirhynchus flaviventer	"Gould, 1851"	R
Machaerirhynchus nigripectus	"Schlegel, 1871"	R
Calicalicus madagascariensis	"(Linnaeus, 1766)"	R
Calicalicus rufocarpalis	"Goodman, Hawkins & Domergue, 1997"	R
Vanga curvirostris	"(Linnaeus, 1766)"	R
Oriolia bernieri	"Geoffroy Saint-Hilaire, 1838"	R
Xenopirostris xenopirostris	"(Lafresnaye, 1850)"	R
Xenopirostris damii	"Schlegel, 1866"	R
Xenopirostris polleni	"(Schlegel, 1868)"	R
Falculea palliata	"Geoffroy Saint-Hilaire, 1836"	R
Artamella viridis	"(M�ller, 1776)"	R
Leptopterus chabert	"(M�ller, 1776)"	R
Cyanolanius madagascarinus	"(Linnaeus, 1766)"	R
Schetba rufa	"(Linnaeus, 1766)"	R
Euryceros prevostii	"Lesson, 1831"	R
Tylas eduardi	"Hartlaub, 1862"	R
Hypositta perdita	"Peters, 1996"	R
Hypositta corallirostris	"(Newton, 1863)"	R
Newtonia amphichroa	"Reichenow, 1891"	R
Newtonia brunneicauda	"(Newton, 1863)"	R
Newtonia archboldi	"Delacour & Berlioz, 1931"	R
Newtonia fanovanae	"Gyldenstolpe, 1933"	R
Pseudobias wardi	"Sharpe, 1870"	R
Mystacornis crossleyi	"(Grandidier, 1870)"	R
Cracticus mentalis	"Salvadori & D'Albertis, 1876"	R
Cracticus torquatus	"(Latham, 1801)"	R
Cracticus cassicus	"(Boddaert, 1783)"	R
Cracticus louisiadensis	"Tristram, 1889"	R
Cracticus nigrogularis	"(Gould, 1837)"	R
Cracticus quoyi	"(Lesson, 1827)"	R
Gymnorhina tibicen	"(Latham, 1801)"	R
Strepera graculina	"(White, 1790)"	R
Strepera fuliginosa	"(Gould, 1837)"	R
Strepera versicolor	"(Latham, 1801)"	R
Peltops blainvillii	"(Garnot, 1827)"	R
Peltops montanus	"Stresemann, 1921"	R
Artamus fuscus	"Vieillot, 1817"	R
Artamus leucorynchus	"(Linnaeus, 1771)"	R
Artamus monachus	"Bonaparte, 1851"	R
Artamus maximus	"Meyer, 1874"	R
Artamus insignis	"Sclater, 1877"	R
Artamus mentalis	"Jardine, 1845"	R
Artamus personatus	"Gould, 1841"	R
Artamus superciliosus	"(Gould, 1837)"	R
Artamus cinereus	"Vieillot, 1817"	R
Artamus cyanopterus	"(Latham, 1801)"	R
Artamus minor	"Vieillot, 1817"	R
Aegithina tiphia	"(Linnaeus, 1758)"	R
Aegithina nigrolutea	"(Marshall, 1876)"	R
Aegithina viridissima	"(Bonaparte, 1850)"	R
Aegithina lafresnayei	"(Hartlaub, 1844)"	R
Pityriasis gymnocephala	"Temminck, 1835"	R
Tephrodornis gularis	"(Raffles, 1822)"	R
Tephrodornis pondicerianus	"(Gmelin, 1789)"	R
Coracina maxima	"(R�ppell, 1839)"	R
Coracina larvata	"(M�ller, 1843)"	R
Coracina macei	"(Lesson, 1831)"	R
Coracina javensis	"(Horsfield, 1821)"	R
Coracina schistacea	"(Sharpe, 1879)"	R
Coracina personata	"(M�ller, 1843)"	R
Coracina atriceps	"(M�ller, 1843)"	R
Coracina fortis	"(Salvadori, 1878)"	R
Coracina caledonica	"(Gmelin, 1788)"	R
Coracina novaehollandiae	"(Gmelin, 1789)"	R
Coracina caeruleogrisea	"(Gray, 1858)"	R
Coracina temminckii	"(M�ller, 1843)"	R
Coracina striata	"(Boddaert, 1783)"	R
Coracina bicolor	"(Temminck, 1824)"	R
Coracina lineata	"(Swainson, 1825)"	R
Coracina boyeri	"(Gray, 1846)"	R
Coracina leucopygia	"(Bonaparte, 1850)"	R
Coracina papuensis	"(Gmelin, 1788)"	R
Coracina longicauda	"(De Vis, 1890)"	R
Coracina parvula	"(Salvadori, 1878)"	R
Coracina abbotti	"(Riley, 1918)"	R
Coracina analis	"(Verreaux & Des Murs, 1860)"	R
Coracina pectoralis	"(Jardine & Selby, 1828)"	R
Coracina caesia	"(Lichtenstein, 1823)"	R
Coracina azurea	"(Cassin, 1852)"	R
Coracina graueri	"Neumann, 1908"	R
Coracina cinerea	"(M�ller, 1776)"	R
Coracina typica	"(Hartlaub, 1865)"	R
Coracina newtoni	"(Pollen, 1866)"	R
Coracina coerulescens	"(Blyth, 1842)"	R
Coracina tenuirostris	"(Jardine,1831)"	R
Coracina dohertyi	"(Hartert, 1896)"	R
Coracina sula	"(Hartert, 1917)"	R
Coracina dispar	"(Salvadori, 1878)"	R
Coracina mindanensis	"(Tweeddale, 1878)"	R
Coracina morio	"(M�ller, 1843)"	R
Coracina ceramensis	"(Bonaparte, 1850)"	R
Coracina incerta	"(Meyer, 1874)"	R
Coracina schisticeps	"(Gray, 1846)"	R
Coracina melas	"(Lesson, 1828)"	R
Coracina montana	"(Meyer, 1874)"	R
Coracina holopolia	"(Sharpe, 1888)"	R
Coracina mcgregori	"(Mearns, 1907)"	R
Coracina ostenta	"Ripley, 1952"	R
Coracina polioptera	"(Sharpe, 1879)"	R
Coracina melaschistos	"(Hodgson, 1836)"	R
Coracina fimbriata	"(Temminck, 1824)"	R
Coracina melanoptera	"(R�ppell, 1839)"	R
Campochaera sloetii	"(Schlegel, 1866)"	R
Lalage melanoleuca	"(Blyth, 1861)"	R
Lalage nigra	"(Forster, 1781)"	R
Lalage leucopygialis	"Walden, 1872"	R
Lalage sueurii	"(Vieillot, 1818)"	R
Lalage sueurii	"(Vieillot, 1818)"	NR
Lalage tricolor	"(Swainson, 1825)"	R
Lalage aurea	"(Temminck, 1827)"	R
Lalage moesta	"Sclater, 1883"	R
Lalage atrovirens	"(Gray, 1862)"	R
Lalage leucomela	"(Vigors & Horsfield, 1827)"	R
Lalage maculosa	"(Peale, 1848)"	R
Lalage sharpei	"Rothschild, 1900"	R
Lalage leucopyga	"(Gould, 1838)"	R
Lalage leucopyga	"(Gould, 1838)"	NR
Campephaga petiti	"Oustalet, 1884"	R
Campephaga flava	"Vieillot, 1817"	R
Campephaga phoenicea	"(Latham, 1790)"	R
Campephaga quiscalina	"Finsch, 1869"	R
Campephaga lobata	"(Temminck, 1824)"	R
Campephaga oriolina	"(Bates, 1909)"	R
Pericrocotus roseus	"(Vieillot, 1818)"	R
Pericrocotus cantonensis	"Swinhoe, 1861"	R
Pericrocotus divaricatus	"(Raffles, 1822)"	R
Pericrocotus tegimae	"Stejneger, 1887"	R
Pericrocotus cinnamomeus	"(Linnaeus, 1766)"	R
Pericrocotus igneus	"Blyth, 1846"	R
Pericrocotus lansbergei	"B�ttikofer, 1886"	R
Pericrocotus erythropygius	"(Jerdon, 1840)"	R
Pericrocotus solaris	"Blyth, 1846"	R
Pericrocotus ethologus	"Bangs & Phillips, 1914"	R
Pericrocotus brevirostris	"(Vigors, 1831)"	R
Pericrocotus miniatus	"(Temminck, 1822)"	R
Pericrocotus flammeus	"(Forster, 1781)"	R
Hemipus picatus	"(Sykes, 1832)"	R
Hemipus hirundinaceus	"(Temminck, 1822)"	R
Daphoenositta chrysoptera	"(Latham, 1801)"	R
Daphoenositta miranda	"De Vis, 1897"	R
Eulacestoma nigropectus	"De Vis, 1894"	R
Falcunculus frontatus	"(Latham, 1801)"	R
Pachycare flavogriseum	"(Meyer, 1874)"	R
Rhagologus leucostigma	"(Salvadori, 1875)"	R
Hylocitrea bonensis	"(Meyer & Wiglesworth, 1894)"	R
Coracornis raveni	"Riley, 1918"	R
Aleadryas rufinucha	"Sclater, 1874"	R
Pachycephala olivacea	"Vigors & Horsfield, 1827"	R
Pachycephala rufogularis	"Gould, 1841"	R
Pachycephala inornata	"Gould, 1841"	R
Pachycephala grisola	"(Blyth, 1843)"	R
Pachycephala albiventris	"(Ogilvie-Grant, 1894)"	R
Pachycephala homeyeri	"(Blasius, 1890)"	R
Pachycephala phaionota	"(Bonaparte, 1850)"	R
Pachycephala hyperythra	"Salvadori, 1875"	R
Pachycephala modesta	"(De Vis, 1894)"	R
Pachycephala hypoxantha	"(Sharpe, 1887)"	R
Pachycephala sulfuriventer	"(Walden, 1872)"	R
Pachycephala philippinensis	"(Walkden, 1872)"	R
Pachycephala meyeri	"Salvadori, 1890"	R
Pachycephala griseiceps	"Gray, 1858"	NR
Pachycephala simplex	"Gould, 1843"	NR
Pachycephala simplex	"Gould, 1843"	R
Pachycephala orpheus	"Jardine, 1849"	R
Pachycephala pectoralis	"(Latham, 1801)"	R
Pachycephala soror	"Sclater, 1874"	R
Pachycephala lorentzi	"Mayr, 1931"	R
Pachycephala melanura	"Gould, 1843"	R
Pachycephala caledonica	"(Gmelin, 1788)"	R
Pachycephala flavifrons	"(Peale, 1848)"	R
Pachycephala jacquinoti	"Bonaparte, 1850"	R
Pachycephala schlegelii	"Schlegel, 1871"	R
Pachycephala nudigula	"Hartert, 1897"	R
Pachycephala implicata	"Hartert, 1929"	R
Pachycephala aurea	"Reichenow, 1899"	R
Pachycephala griseonota	"Gray, 1862"	R
Pachycephala arctitorquis	"Sclater, 1883"	R
Pachycephala monacha	"Gray, 1858"	R
Pachycephala leucogastra	"Salvadori & D'Albertis, 1875"	R
Pachycephala rufiventris	"(Latham, 1801)"	R
Pachycephala lanioides	"Gould, 1840"	R
Corvinella corvina	"(Shaw, 1809)"	R
Urolestes melanoleucus	"(Jardine, 1831)"	R
Eurocephalus rueppelli	"Bonaparte, 1853"	R
Eurocephalus anguitimens	"Smith, 1836"	R
Lanius tigrinus	"Drapiez, 1828"	R
Lanius bucephalus	"Temminck & Schlegel, 1847"	R
Lanius collurio	"Linnaeus, 1758"	R
Lanius isabellinus	"Ehrenberg, 1833"	R
Lanius cristatus	"Linnaeus, 1758"	R
Lanius collurioides	"Lesson, 1834"	R
Lanius gubernator	"Hartlaub, 1882"	R
Lanius souzae	"Barboza du Bocage, 1878"	R
Lanius vittatus	"Valenciennes, 1826"	R
Lanius schach	"Linnaeus, 1758"	R
Lanius tephronotus	"(Vigors, 1831)"	R
Lanius validirostris	"Ogilvie-Grant, 1894"	R
Lanius minor	"Gmelin, 1788"	R
Lanius ludovicianus	"Linnaeus, 1766"	R
Lanius excubitor	"Linnaeus, 1758"	R
Lanius excubitor	"Linnaeus, 1758"	NR
Lanius meridionalis	"Temminck, 1820"	NR
Lanius pallidirostris	"Cassin, 1852"	UR
Lanius sphenocercus	"Cabanis, 1873"	R
Lanius excubitoroides	"Pr�vost & Des Murs, 1847"	R
Lanius cabanisi	"Hartert, 1906"	R
Lanius dorsalis	"Cabanis, 1878"	R
Lanius somalicus	"Hartlaub, 1859"	R
Lanius mackinnoni	"Sharpe, 1891"	R
Lanius collaris	"Linnaeus, 1766"	R
Lanius collaris	"Linnaeus, 1766"	NR
Lanius marwitzi	"Reichenow, 1901"	R
Lanius newtoni	"Barboza du Bocage, 1891"	R
Lanius senator	"Linnaeus, 1758"	R
Lanius nubicus	"Lichtenstein, 1823"	R
Cyclarhis gujanensis	"(Gmelin, 1789)"	R
Cyclarhis nigrirostris	"Lafresnaye, 1842"	R
Vireolanius melitophrys	"Bonaparte, 1851"	R
Vireolanius pulchellus	"Sclater & Salvin, 1859"	R
Vireolanius eximius	"Baird, 1866"	R
Vireolanius leucotis	"(Swainson, 1837)"	R
Vireo brevipennis	"(Sclater, 1858)"	R
Vireo masteri	"Salaman & Stiles, 1996"	R
Vireo bellii	"Audubon, 1844"	R
Vireo atricapilla	"Woodhouse, 1852"	R
Vireo nelsoni	"Bond, 1936"	R
Vireo huttoni	"Cassin, 1851"	R
Vireo carmioli	"Baird, 1866"	R
Vireo griseus	"(Boddaert, 1783)"	R
Vireo pallens	"Salvin, 1863"	R
Vireo bairdi	"Ridgway, 1885"	R
Vireo gundlachii	"Lembeye, 1850"	R
Vireo crassirostris	"(Bryant, 1859)"	R
Vireo caribaeus	"Bond & Meyer de Schauensee, 1942"	R
Vireo vicinior	"Coues, 1866"	R
Vireo hypochryseus	"Sclater, 1862"	R
Vireo modestus	"Sclater, 1860"	R
Vireo nanus	"(Lawrence, 1875)"	R
Vireo latimeri	"Baird, 1866"	R
Vireo osburni	"(Sclater, 1861)"	R
Vireo cassinii	"X�ntus de Vesey, 1858"	R
Vireo plumbeus	"Coues, 1866"	R
Vireo solitarius	"(Wilson, 1810)"	R
Vireo flavifrons	"Vieillot, 1808"	R
Vireo philadelphicus	"(Cassin, 1851)"	R
Vireo olivaceus	"(Linnaeus, 1766)"	R
Vireo chivi	"(Vieillot, 1817)"	NR
Vireo flavoviridis	"(Cassin, 1851)"	R
Vireo gracilirostris	"Sharpe, 1890"	R
Vireo altiloquus	"(Vieillot, 1808)"	R
Vireo magister	"(Lawrence, 1871)"	R
Vireo swainsonii	"Baird, 1858"	NR
Vireo gilvus	"(Vieillot, 1808)"	NR
Vireo gilvus	"Vieillot, 1808)"	R
Vireo leucophrys	"(Lafresnaye, 1844)"	R
Hylophilus amaurocephalus	"(Nordmann, 1835)"	R
Hylophilus poicilotis	"Temminck, 1822"	R
